,MRK,NVAX,NVTA,BMRN,CTMX,BPMC,SGEN,ICLR,GILD,VXRT,EVT,ALLO,ALT,EXEL,DTIL,SAN,AGEN,MRNA,BLUE,INO,ZIOP,MTEM,MGNX,GH,EDIT,NSTG,ALNY,IQV,CRL,TXG,AMGN,SWTX,TCRR,IBRX,EXAS,ISEE,ADAP,SGMO,RAPT,REGN,FATE,TECH,QGEN,BIIB,PSNL,BGNE,ARCT,FGEN,LGND,BCRX,GMAB,VRTX,SYRS,ILMN,NTLA,VIR,CRSP,INCY,NTRA,TWST,BNTX,BBH,IDNA
2020-06-15,16873678,8699076,2327170,1268465,563137,409313,819203,128580,6420790,2853413,183481,781483,2932426,2144388,529846,11567200,2534861,19339289,818574,20379085,1920783,436798,813112,1106422,928159,771042,600534,1277711,285961,1658893,2471769,250486,148941,5951639,1134421,3691715,1008762,2901552,215526,676367,996549,170517,427579,2187997,265868,173034,1053092,883803,242224,6554721,1305517,1385514,634402,600122,788813,1127795,718197,1281635,688891,427658,1091088,14899,36495
2020-06-16,20455051,5026225,2365078,907354,551523,282981,1012378,268701,9626874,1513904,148004,709767,1616318,2791837,788565,13775491,2352852,16537847,1413305,13944720,1928429,353284,901364,834037,1330948,386749,414569,1297231,432832,848208,2582329,552180,160348,2019872,1310415,762624,967656,2210986,131924,741739,879319,223868,1194513,1753280,219889,219146,645747,682705,190570,6251523,1242219,1557610,545414,744270,834979,1121198,1015703,1175191,724162,386074,901709,23635,58594
2020-06-17,13341024,9350039,1309048,2503154,327184,331177,1046583,143056,7534094,1770597,122182,646002,871987,2368414,682671,9692455,1881991,13615975,1044420,12122876,1673283,531092,1656903,1100967,1339709,242282,1654839,1322875,275292,1495786,2751198,109178,118414,1725269,1040578,1704444,617798,2899748,214914,678050,1015469,147514,1006860,2070648,179237,142153,747097,841240,275138,6212992,1500970,1645370,193515,735355,634439,980461,591742,962270,674018,357207,723069,38573,24602
2020-06-18,7320954,5654083,1531305,2123772,443117,260422,591354,159740,5516087,7353201,78931,477686,1044400,1922832,461296,6438657,1655193,10914379,953645,10963483,1190024,358709,962511,632720,1855932,257090,922756,1162015,260663,1259488,2469861,182404,115677,1054452,662078,12803704,533654,6456148,215956,644997,1105001,160877,508166,6575010,246581,113921,673392,773192,256177,5666355,836030,1371969,304834,650308,593647,896727,632444,999511,410619,483828,691521,14005,30834
2020-06-19,16880999,11569251,5563321,4600867,2922903,1070333,2393860,239269,19322728,4622573,120393,1865000,800409,7474902,715227,9668735,7437425,16076734,1877994,17969165,7962543,781805,2983315,880247,2621150,951954,2540535,2453099,426839,1893740,5319517,380754,238901,1951624,1800383,5832116,1415870,6554376,338097,2668586,2031272,333615,703687,7712797,299492,311872,1020516,1511108,910977,20221626,903145,4085277,903365,1607587,1540644,2735990,1500170,3711054,1421145,1469467,735797,44707,35676
2020-06-22,7129085,8431292,28097390,2223752,620526,419031,1090920,145854,8943039,2617968,191599,986489,3027416,2642028,625409,5638789,5253745,13586383,1157113,16222047,3033401,402766,2821227,1045340,1285543,329837,1292202,1477108,442708,1275932,2337012,174314,226943,14164659,1001314,3464531,1124587,2941050,227984,1238845,1412883,258323,620298,2195492,319078,144886,904113,852135,383667,7653128,757242,1592292,386410,878111,1093923,2812367,1497064,2497434,952589,569699,2678243,36777,58222
2020-06-23,10904265,6138138,10723904,1507445,542064,553944,961267,466370,7117136,2418252,138069,953464,1411257,2530404,637103,7471505,2650349,12361339,1096983,172015029,2074756,538887,877736,1132025,2214380,393197,1280036,2005952,338608,1703032,2171491,192949,211544,5066897,1382720,1220210,977090,2488933,207909,832820,1498384,195509,1508857,1820273,507103,209172,1128784,785993,283822,7058932,682206,1571831,511294,776683,1217813,1331543,1909784,1945575,1021486,610079,2142192,22982,116011
2020-06-24,7710139,10960434,5054474,1508700,405253,292546,1088280,321964,7982005,19402200,148633,685283,1263274,1626450,1281192,6500700,2609965,14377115,1180963,125018281,2032379,252356,601458,995630,4501149,442318,757406,1476850,453323,588171,1973255,268244,151507,2644693,1764474,1919454,663657,2523236,199855,1459767,766752,207681,952350,1449153,233012,193886,1133172,498317,190669,5197307,530888,1622162,318214,807717,1056105,3221594,1419001,1636922,517627,471872,1344482,51853,140936
2020-06-25,7234697,10743512,5148073,2119909,360731,406955,865292,309011,7172942,141914903,171445,708721,2945441,1275815,862732,6697541,2772790,26905664,1328397,143776877,3126009,234739,804902,874806,2574039,578312,806527,1229311,535775,873332,2080292,395162,132024,5729757,1567990,1381888,1554621,2267452,251207,813934,1203868,160260,725796,1271432,290293,226394,1121449,604996,197489,4922257,364193,1188827,255640,659631,697240,3072004,743469,1315363,1062622,404107,2406358,170827,59166
2020-06-26,11764211,13522394,7714790,2866595,736251,713984,1720171,196178,10389232,230619019,211081,2155433,6409241,2530435,1964797,5563993,6560966,13866283,1636251,150212749,6723481,1021606,864137,3039092,2285420,944919,2866011,1712280,470660,4483945,3613263,2187389,758126,7266787,2230702,6851781,1016093,3672416,1494616,1817865,1368117,313647,1644445,2356957,605566,374595,2679185,1419677,886481,16854686,440050,1895477,1243803,879725,1785810,7527469,881524,2124019,2067764,1019698,2830723,22594,67329
2020-06-29,6899781,8693333,2774900,1275500,381100,329800,1010100,164900,8775267,75421894,128633,556000,5812625,1340200,659500,7603743,2626092,8074205,856315,52957931,3519364,279600,376500,1195900,1021800,622100,499200,562400,291900,451700,1938220,215751,107600,1893256,1317900,1352000,719000,1634000,121300,663200,891400,138773,776000,899300,272400,344100,814700,538300,237700,12983510,1693300,1452670,245500,569400,820700,1730952,1011700,1075700,969800,404400,4011359,18900,70821
2020-06-30,9483835,7782205,3387200,1188800,679400,469700,1660300,181000,9402600,94251594,134934,602800,1672430,4946700,422500,5966135,2340854,11955169,687142,98389961,1472331,422400,520000,940500,910600,1040600,903200,883500,605500,529000,2589161,194911,170700,4192726,1055800,1543900,1178200,1389600,135800,755100,960900,216908,1545900,1274200,151600,267500,828600,706900,335600,8448556,1180200,2171974,388600,865900,778900,2059556,2045600,1131600,920600,669800,1979059,28670,50319
2020-07-01,9496313,6612055,4162500,2147500,344600,598700,1043300,144500,7790422,29311855,166370,1049200,2755748,2172100,437100,6204309,1532639,17916470,1045258,103811706,2532485,325500,1001700,666200,1839600,1488100,480100,1427000,336700,626700,6576954,75906,189200,1778170,1090800,781000,801700,1566700,96700,984700,906300,193695,1042900,1094300,200000,240200,1041200,446000,352700,5441855,775900,1752760,238200,624900,1316200,1262750,3330300,1312900,568000,381400,9879256,29202,34926
2020-07-02,6513311,5213711,2694100,1091900,449200,270200,782900,175200,6380965,17875939,163893,885000,1642220,1387300,493100,7970347,1250807,26544378,1192972,52810353,1444868,320300,1023700,512300,956200,629000,419300,777200,583100,584200,3338111,73886,68200,2195253,828300,768400,696400,1382100,104400,802500,589100,132318,529900,943000,263500,251500,734700,538000,351000,6164277,556300,1102405,301200,698900,650700,997242,1109500,1439100,753300,355000,3926512,32618,49444
2020-07-06,7686855,3832027,3499600,1264200,396000,376700,959800,133500,7056597,23134666,165352,782800,1181185,1622000,1071500,5791444,1293904,9977416,1172012,39657942,1327429,365600,467300,1367200,817900,563500,923600,1171800,435300,395200,3460401,115621,99200,1957967,1308900,719900,640200,1298200,117500,1041300,677500,210031,1790700,859500,211700,245700,670800,435100,263600,5395712,602200,1342103,349900,816500,759100,1128424,1573100,1365000,632900,347100,1649445,16662,142739
2020-07-07,6637753,26483788,2459200,840700,364500,437600,1468100,187200,5055754,62500095,224603,613500,2484161,2984700,541100,4643101,1288853,8905273,2258639,62338287,1312775,650700,911900,778800,1053100,644800,1616400,817900,391900,323400,2365929,68840,73700,1527181,1007300,764300,496900,1792500,89200,1424200,700400,123995,538300,2069800,177800,287100,1041700,458600,335000,10937505,676100,1624913,517600,719800,1062100,1187410,2142500,1601900,735400,536500,2264397,30939,126644
2020-07-08,7835155,7900010,3247800,1089400,310100,458100,904100,184800,6294557,31393929,151617,325900,18213814,2073700,335300,3702854,1545340,7592561,1130883,28464110,1379425,342000,979900,533400,1183100,378800,851800,783700,310000,642000,1993693,172304,79000,4663629,1429800,1079600,603200,1726700,82800,660100,757400,136252,853500,3258300,289700,254200,631700,343200,232500,14754673,654700,1500368,337800,1101400,1089400,3065937,1619400,735600,502400,698200,1449629,20743,63465
2020-07-09,7599882,4348724,2993200,1004400,265800,265400,1180000,286900,5199793,12825465,282660,424500,58738115,2158200,305100,5275387,1373333,20688642,760509,23928641,1334624,514900,463800,724200,859200,395700,480100,742800,249600,447100,1739614,176441,108900,2691666,1445500,791000,645900,1506300,77600,1009700,662000,162792,1145800,1115800,345600,280600,421300,304300,208200,9785665,611900,1107023,260800,891300,661500,1231478,1305900,1020100,847200,465500,1186732,21885,80292
2020-07-10,4924149,3072495,1463100,812900,404800,219300,733600,320300,9553834,10347165,139955,560300,17919549,3661100,333000,5380880,1631804,7407645,550567,16854223,2192704,395100,423200,406100,771600,298000,748700,761900,233600,354400,1326217,155005,104100,1037261,845300,1958900,978700,1195000,113500,929300,712000,135903,1530800,955400,247400,211400,375800,241600,226900,5610965,583400,911425,143400,571000,787800,1104433,1558900,794600,602600,375200,2874259,18651,94242
2020-07-13,7742394,8636472,3047100,1723900,583000,435900,1028400,197100,9626710,134329239,183910,672100,15464060,2389600,545600,5892864,2207997,56617328,683408,57150061,1647684,345500,468400,968900,1093200,479500,667900,816100,429900,403700,2528232,182111,160400,1507770,1377500,598000,541700,1465200,311500,733500,793300,198561,1651800,1209900,337200,995800,1345300,531500,198100,8108288,448500,1667442,317900,952800,1244100,2083372,1965400,1478900,728200,646500,8529557,46556,141605
2020-07-14,8054003,5390823,3127700,1382200,712200,2474400,724000,218900,6904189,127590427,109558,890900,16127674,3965500,480600,5379073,1742850,38709428,609369,31612084,1272975,352200,985800,832100,1039100,305100,769300,1320300,378200,496300,2368407,214688,80000,2258017,1317200,628500,1230600,1401700,317000,864500,1124500,225049,1720000,896000,188900,854500,1338500,656000,198600,8497785,534800,1738338,178800,717000,931400,947787,1264300,1685100,485700,547700,4748726,32886,51698
2020-07-15,7354885,5250949,2382200,936600,563000,1005000,755000,268800,6019208,55416370,150151,609200,8553639,1743200,727900,7845799,1743214,90772455,969970,22000569,1782226,613600,565700,414500,857300,882600,472100,1004200,684100,254300,1650416,162825,76500,1113148,1351700,478600,2024100,1686600,401700,568900,740700,179041,1268600,1136700,431700,581200,1151800,956300,211200,5027798,532400,1127140,310800,1008200,722000,1135979,809300,1790500,875300,582300,3908783,35792,92358
2020-07-16,5582830,6940368,1126000,1071600,365800,948700,800100,289700,4862202,56495986,134534,347400,2558322,1403800,500900,6795983,2310035,27278552,705461,11989698,1271877,349900,301900,457200,702400,188200,362600,940800,383800,195800,1531105,56987,62500,924169,695200,958200,526500,1221400,89900,410300,405200,155209,9896700,944700,142700,304400,646100,661900,230400,4025931,546300,903486,149200,812900,620100,1077376,780000,938700,481500,610700,2847924,19258,60336
2020-07-17,7815403,15200797,2296700,966400,318300,939500,1018000,188200,6940119,27924966,121767,505100,4347263,2176100,515200,5331994,1491982,103508505,805146,38136435,1699529,4255800,307300,441800,639400,420100,333400,968700,363100,329200,2045076,157563,107400,1119524,1383800,493600,1050000,1294600,95300,713800,945100,196030,1904700,903700,180300,570500,658700,894900,215400,6926076,347700,1072168,280800,1319100,615200,1305456,797600,2503600,464700,452900,5062299,27543,86228
2020-07-20,5183897,12578571,1928359,1113196,208294,576007,726401,154252,6933390,31209084,165501,445251,6091666,2637652,507718,23621588,2053158,77855098,856676,21182830,1435463,221420,259641,784911,777824,261740,906133,945877,341007,571638,1483692,107263,178475,2216041,1203130,361888,816264,1374612,139244,669903,578555,137576,423681,737342,200777,391459,571986,514178,161813,6362846,672106,1247868,225737,1253139,708845,907905,934721,1382357,708271,410189,7739570,38583,112235
2020-07-21,8626195,8774577,1883818,761648,333789,465554,972628,259972,5560551,21321742,167960,356638,2578431,1769676,312220,24353425,2097004,26019248,612901,21900995,1236755,824765,401401,616601,1138539,494315,684760,1443693,319845,1632200,1813037,129317,81209,1122751,959091,353687,1627482,1058443,119928,719111,484285,144789,698347,878138,299074,344756,603790,473676,181554,7145209,549282,1499647,243981,860781,828124,646561,782722,1048087,1159724,563573,6016661,34942,74323
2020-07-22,11795937,6143105,1409939,1046393,317984,301601,660064,343247,4734750,9481795,129090,380361,2843363,1409231,300702,20091149,9829816,27274018,338173,18205905,1137509,187601,262446,335592,638696,164958,363353,1836685,255763,256492,1598129,144292,119339,821564,800017,361975,1285370,822650,105125,497353,312416,154824,1243968,1392493,141230,381657,590237,399126,129130,4635066,384153,846262,123597,574578,594985,831824,477191,804246,569217,263585,13817768,18603,64962
2020-07-23,11029496,5923221,1928621,967018,281244,382617,786421,342603,5854367,14769630,140612,346609,2028711,2515696,435813,5384518,2095672,29288088,710634,15199108,1292046,305185,261857,945836,810469,219667,636105,1937950,312366,492391,2532014,178516,87511,1268324,1529239,617292,782156,1021301,70493,571327,492898,95443,561507,948017,112530,282633,1330570,387541,244841,6068914,474666,1310213,107308,784143,680252,482465,919417,1154260,660728,330119,15899745,22516,58416
2020-07-24,8653360,4819339,1909314,1180335,558366,377192,1056971,271059,8148980,14633899,145788,631664,1931137,1811366,533143,5520367,2452151,27797477,449505,16890838,1260822,174574,444015,400388,780972,223993,281289,1071906,255974,427501,2187982,118823,104129,1051033,1019268,398238,792377,1388362,118582,1206380,572214,72028,1064656,862283,175650,267386,646655,412475,168673,4561756,1732613,1837754,233065,537910,572359,626359,986175,852273,480434,347542,7109730,33280,122876
2020-07-27,10456552,5035577,1921034,963701,774435,500348,2177504,288704,7678450,42445298,232756,310851,3573345,1660090,342737,22854048,2203821,44710713,558620,19565762,1432357,246439,461448,585489,757091,260765,951793,1047716,238221,521317,2155979,660650,4046268,770622,898816,573762,356054,1516583,85239,850807,599926,140265,1506466,1968083,187102,223634,773794,293038,151653,5161405,1264000,1485115,176696,668092,614266,745544,852653,1038171,467040,507725,5129152,29154,74043
2020-07-28,8105844,5907833,1591541,887729,492654,322591,1170712,239005,5484423,18545485,112894,469084,1763495,1245828,504113,5041555,3840222,32946885,718552,20489027,1254970,206325,362136,522556,697539,261903,517452,1677596,166480,547888,2266603,212938,1203431,780189,827377,403406,627488,2447384,80254,452036,575872,80087,662039,1159067,184788,272013,868726,447401,184900,6500447,776511,1098626,177214,591262,417263,457914,1019755,732234,425057,537688,5108614,24610,54315
2020-07-29,6105298,5638606,1710861,1025795,473589,340551,1478265,204194,8345247,17892434,114373,516832,2102923,1996538,468194,8086053,2961297,24453924,1197976,21310386,1493057,479448,346563,553411,500101,509565,426409,1170793,271479,702236,3286809,211410,2797865,865064,958490,902711,599399,1499804,34563,370139,683996,92610,1440314,816983,119212,376032,2500683,426495,272150,7495389,444989,1091182,139854,629497,535348,487675,630878,986295,364497,305819,3846336,22039,86991
2020-07-30,6824952,5410554,1765901,816168,427267,565928,918880,186776,9274113,9948735,169872,532241,2892263,1836986,840967,16017579,2167761,13101985,835014,44108635,1245932,298916,520467,528530,460528,136239,295573,893062,312458,679140,1967707,184945,740928,896516,1758277,698571,446410,3355049,36249,616036,329508,108095,1229529,723398,157590,236243,949132,258002,134548,7532811,521001,1538387,113578,612591,394746,561030,547136,1431047,711645,279140,3302751,31474,42299
2020-07-31,11726443,4232099,1248463,956515,577107,420330,2346344,107740,20558846,9297346,299002,779494,2978223,1977624,640389,14651271,1773459,14223411,800736,18422543,1645452,310254,974829,382277,847819,192151,507286,1014030,285977,926813,2829889,184607,399770,2566799,2653309,942485,699198,2456009,143399,663361,774917,252276,1369521,1288904,155414,191780,1027403,456924,566601,6036453,884969,2983981,182294,933505,727653,706110,945532,1115820,579650,377190,2642973,42748,76182
2020-08-03,10118572,6762881,2347935,1084393,553840,380177,990422,163754,9674926,13960343,266878,579578,2207749,1405428,661749,9665449,1841931,13382327,661364,17546613,1418900,239357,510531,590348,1115946,288149,415576,743819,401736,890517,1853907,101639,197271,1914816,1116065,519130,1083644,2247507,112425,488457,643857,252105,1364962,976431,422105,435874,466695,355947,607366,8480662,703713,1716272,217401,1033008,911138,505392,1242740,1943142,621505,541577,2434416,47014,79699
2020-08-04,6888062,11517359,2881939,1129938,261267,504248,703215,99682,9787599,8743425,129758,516887,2305211,1594998,418223,8163542,2194701,10126500,551742,10557459,775448,199046,319450,572586,706059,248962,318856,889951,324052,273300,1912142,76971,131952,1603335,1272641,439939,641353,1217739,111834,747927,383893,442566,3678107,1100966,1182991,227100,380882,445555,405885,6100635,539623,1286550,197181,569743,669624,358044,856663,1976367,544402,452666,2410338,36028,38464
2020-08-05,6198438,17875555,5410353,1378909,288690,477818,908476,159539,12281881,20520434,144747,820296,1418337,2470918,393881,6512688,2139125,19859902,476738,16590200,894275,182071,228540,624470,855912,199141,573897,724006,713262,382297,1736620,94460,381465,1817477,1026646,531014,648722,1108963,162570,1135171,596372,190918,3888934,903110,412821,275828,646930,428360,196151,6117680,488714,1329929,245528,526789,791973,1504753,972130,1390020,1237598,431980,4085523,21419,60429
2020-08-06,6924188,7882746,3074633,642581,312941,328208,733405,128641,8318026,11934871,130953,528467,1104447,2145137,415867,8259741,1856415,11691503,1545829,15371049,1042151,329985,251864,1072653,3890677,169316,705527,1150906,425994,206411,1747022,129980,147577,1354676,1200102,324549,1237466,4214276,89023,663934,916027,122028,2061642,756553,250158,145530,484372,536396,150545,9760609,502755,1142341,330116,853082,1300751,454549,858818,964226,1522441,741601,3175182,24923,47138
2020-08-07,6657998,6540188,3052689,754348,425536,205658,727652,141941,8068969,13781857,118811,841156,1029705,2725887,314483,8750900,3341124,8771437,533990,9754095,1798202,469483,516048,2397409,2141412,303249,400552,680875,504019,609380,1352305,94851,138212,1418636,1545669,555502,875544,2153850,243670,432739,507713,99387,1379385,4454612,342886,203652,1077000,1146582,169422,6472443,315239,1005983,249895,4266388,702378,457074,834097,760538,551704,798820,3038220,27433,28676
2020-08-10,5517577,7607004,1578250,785329,284664,215543,914523,320213,10278040,12351610,160419,602358,1093020,2062828,371493,6082198,1782894,8678274,681643,18822041,1699201,256427,359318,1181096,1043994,319302,536457,794226,485375,498055,1533218,76124,194182,2354683,1488916,539264,444798,1765241,52057,624742,786703,111237,2558407,1525137,414778,268208,637864,509264,143839,6716599,446333,1186829,185720,951215,669380,612035,585838,1208191,432972,423786,2830610,19932,62781
2020-08-11,7287065,15225981,2178259,980358,622405,317464,887133,275771,10236935,74252460,148731,952570,2371514,2412127,469002,9711119,2454458,18118727,601050,46947873,1900292,344682,515983,1651926,792040,688404,469949,718255,594271,543117,2296518,87035,178435,2401822,1002212,378800,844467,1550478,78509,587301,702985,182207,1935866,1443882,338533,210102,1381565,650198,328710,6194866,634022,1370330,139656,1117870,675544,1064109,713556,1571617,503442,586374,4032231,51071,52181
2020-08-12,6962679,17941193,2249033,1006937,461834,327696,730116,146779,9121195,24334948,147335,515890,2127025,1889980,347457,8221783,1540407,50471491,886553,35602648,7961458,285301,411103,1122857,557019,265881,391563,785761,340807,1572180,2325724,237018,327497,1990062,1166887,401718,615575,2198301,98253,562623,1172615,103379,480892,1016497,2541319,151132,577735,396175,339164,5652703,613931,1262792,168751,1124632,761498,832460,568627,738975,531040,1444894,3253597,16188,145046
2020-08-13,7113849,10776342,2271146,1135910,335478,302572,601915,135862,7468088,10426822,128955,484585,887763,1366626,895478,4327449,1905928,15055934,985177,14377565,3537269,189466,276235,742179,447710,688614,313872,682331,259348,1339068,1362866,161431,480910,1195922,1128371,1327695,373963,998198,70126,378193,290999,111420,4107449,905514,980677,119626,503285,514884,187543,12142157,1118978,979231,309799,991503,401619,483573,580575,513235,724648,701687,2390942,12502,28585
2020-08-14,7051978,13721062,1490872,971828,319003,226829,444372,109644,9169242,9078172,99667,538115,1019217,1384166,623545,4869145,1380088,12799582,737500,22227160,1743891,206384,348910,398988,441326,520066,213265,560327,152590,652138,1224955,206784,270664,1321558,652627,560187,938062,692256,203071,302906,275318,99608,4069233,619383,518345,114338,428299,538404,146125,7236633,706672,1008402,147356,693442,413428,777466,491047,900720,504375,348953,1862379,21951,43733
2020-08-17,7975454,5641199,1835882,635534,628331,225788,584020,68221,6793902,13658359,144711,805574,1533245,2084487,430994,3416268,1636578,8703196,578189,10333233,2137050,209228,1055388,576344,667083,487744,470494,488133,182072,505012,1684273,139256,474732,1307028,930234,1250784,711542,867214,359607,403929,513448,114253,3465966,1059116,714656,263898,546521,481293,193252,4912588,739592,984074,491754,765617,599127,629184,596210,1056206,1739845,464760,1943972,13694,35470
2020-08-18,6251773,7441035,2625691,723862,335072,208342,696794,134181,6327465,8389606,166865,761240,1316995,1517315,744982,5158692,7651189,11329150,413946,9189902,1532942,258978,384714,767072,638397,469761,298883,529819,266726,712247,1123752,105587,401366,833844,927710,652426,778833,1997434,303385,387883,457052,67315,2449516,1029329,633735,303663,645870,423411,163793,4427194,505132,887147,2535010,758426,460200,457669,894791,962723,1160024,811950,1905103,16492,36863
2020-08-19,6580198,5328694,2913828,34099091,324523,281456,464682,173908,19680286,6981403,180928,655936,1032941,1855477,1411255,7591613,2547424,8558809,606742,8583841,1493446,275771,413464,919576,738411,401269,299029,396794,261782,462913,1900689,188206,482807,1201628,1368448,905575,427496,3428016,400873,720709,628249,90746,1401166,1542411,1233859,243913,599362,673476,135546,3592624,266600,996791,634268,614647,680103,1292809,2786900,1208303,623081,758596,2326648,26730,74763
2020-08-20,6088218,3727386,2289141,7297174,294673,347330,489431,94069,8339307,8920286,162964,474566,1341520,1116276,499639,6548576,1917885,6346700,840431,10817671,649587,202991,200566,622932,556945,294174,486802,651106,185232,352913,1172760,129995,359277,1100141,1131038,415612,286123,2991387,189485,656614,394072,105218,2566685,957173,602121,201098,427725,671814,107559,3231834,383099,1117743,278413,660228,438752,1039163,1974884,921676,393113,358311,2932615,19616,32747
2020-08-21,6574964,5660883,4046766,6373334,363900,271976,555434,220218,9898022,9656870,185059,629772,1542311,937116,751500,7634168,1932271,6935608,451280,10008344,926827,245995,356000,528655,512236,287305,355446,661182,211278,445620,1959880,146647,365874,1803485,1210629,606024,505651,1135861,168096,662294,448647,157255,1766755,927390,570174,287478,1431097,555162,163550,4719629,409655,1064119,306812,588749,675433,749402,984739,2559566,477011,616643,6290399,20108,37702
2020-08-24,7234978,8483737,2952112,3918256,348624,412336,630945,112437,8566231,13321890,168195,576070,1511173,1652361,538701,14071905,1959860,13143244,468418,20041730,1822132,196933,306727,887586,1028392,456880,449382,990103,220248,290398,1565313,120458,380272,1281884,1239719,740916,244227,1235680,79204,992208,895704,131556,1107195,1006542,1128272,280547,735703,383251,191921,5149068,588973,1037528,239130,591239,857923,1745810,1120429,849642,492330,312530,3393879,25854,247768
2020-08-25,9776744,13008416,1742241,3379281,366823,237614,645515,199747,7456605,10715003,112235,409685,1366164,989325,421223,5330003,1503634,7798501,408363,10711021,1127889,242745,289725,501833,553790,168366,423103,1149214,250422,387254,6392058,432764,175519,976627,1306043,405239,499690,1168232,78238,734536,574881,162981,1073210,1294683,831058,312227,485643,478358,144464,4653862,1147272,1316199,297888,454475,589188,850354,703365,583943,387951,238587,1576204,20694,118622
2020-08-26,7485169,6988782,2027579,2566079,262069,399907,642568,108435,7522573,9490128,257424,360209,3319153,1797032,323391,4359280,1785536,28768082,619162,7856571,864567,208619,325003,690808,541960,168146,363229,745744,227179,298925,3125005,116979,154132,1267504,1674115,379091,182062,771335,149405,487985,481190,217804,1237078,917799,580167,128017,569127,390484,167451,3272418,420630,857565,518128,599822,597368,674589,495030,687686,448074,233263,1711437,23409,63338
2020-08-27,6168751,4826993,1617256,4067498,189987,248263,651851,216103,7919605,8647943,166429,463333,1047450,1981899,367880,7176486,1239115,9262562,484810,13498687,940281,168703,242462,760285,376753,239719,410627,917926,317808,317731,3928416,204810,199611,1322829,3199252,485853,288440,1212965,80830,534923,373660,149325,2617218,1503337,976507,180375,349424,349841,193547,4182063,377858,961049,301448,855233,558267,1030684,485128,744064,414912,277583,1980527,20035,43940
2020-08-28,5853145,3217153,1716413,1790255,397555,343680,570612,286163,6820958,8544642,93272,356398,1281024,1044585,335750,6151024,1697604,6383705,520604,9800824,910053,313719,195262,560223,366588,247274,200647,684819,143336,310751,12838410,52829,251143,846546,1408708,307022,1461510,1018120,142149,584543,669337,132457,1237072,814340,676203,174934,416062,303979,124186,3925353,256371,813757,503048,507945,541304,597466,434161,675689,1203524,272055,1764738,13528,29058
2020-08-31,7566416,6236208,2600300,3038880,634011,358847,1224937,223678,9083871,9383997,202940,624063,1378165,1395079,548134,11180269,2094231,15271802,766657,8032646,1602983,327099,1063726,621113,1040727,346035,804395,1304064,215174,508863,4053884,125656,304774,1022328,3332669,572423,1366287,1587256,56534,908313,766995,133801,909884,1639564,1034304,192199,636152,924579,176407,15341757,281250,1311319,679811,802624,1308039,1422184,641981,876510,460279,397301,2217166,22007,64505
2020-09-01,6486619,4830654,2482994,2485428,331982,518201,910718,126623,8355483,12751266,147203,512029,1840556,1360064,343803,18362295,2373540,8200671,701877,9095931,1592269,307212,1049949,683245,859086,350093,475401,959205,371063,651787,2869293,89698,171920,1328544,2638046,760265,747198,4439084,262277,1028641,697132,230363,1093096,1255580,676590,272587,1227887,739478,225021,8868933,335598,1252788,490599,962431,1138552,2463377,779751,1121031,372496,404145,3575538,29407,53251
2020-09-02,11041565,6355159,2120127,2185758,428652,386036,674262,166907,8334710,38665296,152430,451799,1421181,1048454,468554,4726649,1312865,9874614,741278,23367209,1590646,465388,284802,668007,695218,292267,428604,972304,206645,702967,2871599,185132,131491,1388144,2094326,482631,259068,1386193,441155,878140,658780,146114,722332,1040736,709690,343997,861790,435785,197838,5292054,279267,1352375,309100,1126543,599059,1643718,532029,807231,450546,682255,3892797,19649,32972
2020-09-03,12389024,7538343,2674916,2582355,378106,520639,974412,141220,10457395,11513696,188209,636731,1008306,1462714,926674,7251188,2135369,14307317,623807,15939873,1326525,333429,402105,722835,1401139,401261,310861,796922,456447,776057,3137691,226733,259800,1400951,2021803,482879,498130,1981904,149220,841542,626109,258407,2257679,1402911,538816,220699,805566,3818670,246096,6329311,713222,1619607,325408,957637,1324064,1451300,1278850,1515697,975323,685819,2585983,96682,63356
2020-09-04,8931420,7673959,3839334,2310132,362198,583475,1001628,172541,8762248,10117941,221613,515105,1206179,1442146,1113514,8398922,1835868,11653287,1272523,12544176,1438367,627962,407919,655866,1571934,344824,459373,1152533,440424,496973,2910390,89178,211413,885132,1769018,540936,443477,1532851,508415,715407,1039679,152428,980526,1240722,759868,222626,1368041,1517752,288472,8536783,907404,1514846,763383,845269,1124546,1500486,1570422,962545,1129905,825365,1985494,31458,114522
2020-09-08,8679014,5625689,2430409,1772326,386776,372055,990918,111613,10729350,25402468,180307,453927,1294706,1932778,923878,6483406,2073885,17706208,684703,15517669,1280309,373164,299282,624141,764845,246560,753594,1041066,287170,816021,3358845,128861,144770,771706,1516044,630145,517606,1643511,251060,688659,1164339,276765,1369575,1246723,458981,331507,595734,976177,365182,4521222,485993,1264731,453624,1095448,600458,2970951,636857,1093086,530589,657827,2887809,34934,228069
2020-09-09,8456456,3780450,2241092,2675911,289315,305316,692079,139013,9309734,9991602,105501,315710,1021108,1165766,753237,5955103,1803430,9355441,364527,27308016,1108590,303166,561554,571802,781116,642757,535611,974699,293201,936700,2244646,241562,133500,877293,1375775,627050,774445,1012684,355489,620544,847232,152889,864311,961028,414954,171414,513592,962747,210350,4449176,336974,1829238,307734,684411,619541,1591129,601282,1078094,534321,490485,3406940,24965,54715
